Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,119.269997,119.989998,118.889999,119.540001,115.701859,22307600
2017-01-04,119.669998,120.410004,119.660004,120.190002,116.330994,19749100
2017-01-05,120.099998,120.949997,120.099998,120.870003,116.989182,20644300
2017-01-06,121.000000,122.250000,120.690002,121.930000,118.015137,24074300
2017-01-09,122.029999,122.550003,121.949997,122.330002,118.402283,18909200
2017-01-10,122.379997,122.970001,122.099998,122.599998,118.663612,16176600
2017-01-11,122.650002,122.930000,122.019997,122.930000,118.983017,20686000
2017-01-12,122.489998,122.820000,121.599998,122.739998,118.799118,19622500
2017-01-13,122.800003,123.370003,122.800003,123.160004,119.205627,16930800
2017-01-17,122.839996,123.029999,122.430000,122.790001,118.847511,14538500
2017-01-18,122.970001,123.160004,122.660004,123.040001,119.089500,12499700
2017-01-19,123.220001,123.650002,122.720001,122.980003,119.031410,12710700
2017-01-20,123.519997,123.830002,122.919998,123.250000,119.292725,22091000
2017-01-23,123.169998,123.529999,122.570000,123.349998,119.389542,17434200
2017-01-24,123.589996,124.370003,123.379997,124.180000,120.192886,17640900
2017-01-25,124.959999,125.459999,124.849998,125.430000,121.402740,15036200
2017-01-26,125.599998,125.820000,125.339996,125.559998,121.528564,16052200
2017-01-27,125.830002,125.919998,125.389999,125.800003,121.760895,15053000
2017-01-30,125.379997,125.379997,124.129997,124.820000,120.812332,25006700
2017-01-31,124.379997,124.599998,123.849998,124.570000,120.570358,19091100
2017-02-01,125.449997,125.680000,124.860001,125.430000,121.402740,22861900
2017-02-02,125.209999,125.699997,124.860001,125.320000,121.296265,15101400
2017-02-03,125.449997,125.809998,125.330002,125.680000,121.644722,16957200
2017-02-06,125.470001,125.849998,125.349998,125.830002,121.789917,11630100
2017-02-07,126.089996,126.550003,125.970001,126.290001,122.235153,17541100
2017-02-08,126.120003,126.680000,125.879997,126.500000,122.438400,12569100
2017-02-09,126.629997,127.239998,126.559998,126.959999,122.883636,17542700
2017-02-10,127.239998,127.559998,127.019997,127.379997,123.290131,13915700
2017-02-13,127.769997,128.259995,127.720001,128.100006,123.987022,19120200
2017-02-14,128.149994,128.539993,127.739998,128.529999,124.403229,16333500
2017-02-15,128.440002,129.350006,128.369995,129.289993,125.138824,17891400
2017-02-16,129.369995,129.630005,128.919998,129.250000,125.100105,15098300
2017-02-17,129.059998,129.820007,129.039993,129.809998,125.642113,15563700
2017-02-21,130.059998,130.529999,129.990005,130.449997,126.261574,18479600
2017-02-22,130.330002,130.589996,130.110001,130.500000,126.309967,12110900
2017-02-23,130.699997,130.699997,129.490005,130.009995,125.835693,17489000
2017-02-24,129.419998,130.259995,129.380005,130.259995,126.077667,18624500
2017-02-27,130.020004,130.429993,129.800003,130.419998,126.232536,12008700
2017-02-28,130.389999,130.449997,129.660004,130.020004,125.845367,16598600
2017-03-01,130.850006,131.679993,130.600006,131.440002,127.219803,25813800
2017-03-02,131.410004,131.429993,130.619995,130.779999,126.580963,19951400
2017-03-03,130.690002,131.059998,130.339996,131.020004,126.813286,13722700
2017-03-06,130.589996,130.949997,130.210007,130.729996,126.532570,12026200
2017-03-07,130.470001,131.080002,130.279999,130.509995,126.319626,15500900
2017-03-08,130.589996,131.149994,130.460007,130.740005,126.542274,15776000
2017-03-09,130.710007,131.020004,130.139999,130.839996,126.639038,20855300
2017-03-10,131.440002,131.600006,130.820007,131.389999,127.171387,21922600
2017-03-13,131.339996,131.639999,131.270004,131.610001,127.384331,10731600
2017-03-14,131.309998,131.360001,130.759995,131.289993,127.074562,14019700
2017-03-15,131.559998,132.410004,131.139999,132.100006,127.858582,22709100
2017-03-16,132.350006,132.350006,131.710007,132.009995,127.771500,18457300
2017-03-17,131.899994,132.039993,131.619995,131.690002,127.726875,21234500
2017-03-20,131.649994,132.110001,131.460007,131.809998,127.843224,10105200
2017-03-21,132.309998,132.429993,129.729996,129.809998,125.903465,35841900
2017-03-22,129.850006,130.820007,129.679993,130.690002,126.756958,29177900
2017-03-23,130.520004,130.880005,130.139999,130.360001,126.436905,20311700
2017-03-24,130.779999,131.289993,130.130005,130.630005,126.698761,22967600
2017-03-27,129.699997,131.070007,129.399994,130.839996,126.902428,18472400
2017-03-28,130.839996,132.029999,130.550003,131.639999,127.678368,23721900
2017-03-29,131.729996,132.300003,131.589996,132.250000,128.270020,13710000
2017-03-30,132.199997,132.610001,132.080002,132.470001,128.483398,16092400
2017-03-31,132.279999,132.740005,132.130005,132.380005,128.396149,19841400
2017-04-03,132.490005,132.809998,131.559998,132.300003,128.318512,23700300
2017-04-04,131.919998,132.529999,131.869995,132.509995,128.522141,13400000
2017-04-05,132.699997,133.479996,131.720001,131.970001,127.998459,32011200
2017-04-06,132.100006,132.389999,131.699997,132.039993,128.066299,18832200
2017-04-07,132.000000,132.369995,131.500000,131.970001,127.998459,16743100
