Date,Open,High,Low,Close,Adj Close,Volume
2016-05-02,63.689999,64.000000,63.139999,63.790001,55.474419,10247300
2016-05-03,62.900002,62.910000,61.799999,62.560001,54.404766,19120300
2016-05-04,61.750000,62.259998,61.270000,61.570000,53.543812,17030200
2016-05-05,61.599998,62.000000,61.060001,61.240002,53.256832,14033900
2016-05-06,60.700001,61.680000,60.590000,61.599998,53.569904,11057900
2016-05-09,61.369999,61.889999,61.049999,61.209999,53.230747,11197100
2016-05-10,61.549999,62.259998,61.349998,62.040001,53.952549,11897200
2016-05-11,61.970001,62.599998,61.810001,61.810001,53.752529,11254000
2016-05-12,62.270000,62.560001,61.369999,61.770000,53.717747,11071700
2016-05-13,61.700001,62.400002,61.020000,61.200001,53.222042,15122300
2016-05-16,61.209999,61.990002,61.000000,61.660000,53.622078,10951300
2016-05-17,61.430000,62.160000,61.150002,61.660000,53.622078,12180900
2016-05-18,61.700001,64.169998,61.689999,64.040001,55.691826,24007100
2016-05-19,63.529999,64.220001,62.900002,63.389999,55.126556,16076200
2016-05-20,63.860001,64.190002,63.369999,63.509998,55.230923,11862000
2016-05-23,63.450001,63.869999,63.160000,63.459999,55.187439,9347500
2016-05-24,63.939999,64.769997,63.810001,64.540001,56.126640,13839400
2016-05-25,64.940002,66.199997,64.919998,65.519997,56.978901,18935200
2016-05-26,65.570000,65.580002,64.910004,65.029999,56.552784,9428400
2016-05-27,65.209999,65.459999,65.050003,65.430000,56.900627,10116000
2016-05-31,65.730003,65.820000,64.959999,65.269997,56.761494,15139400
2016-06-01,64.760002,65.919998,64.260002,65.690002,57.126732,14031000
2016-06-02,65.519997,65.809998,65.160004,65.809998,57.231098,10637600
2016-06-03,64.250000,64.860001,63.549999,64.639999,56.213612,20261700
2016-06-06,64.639999,65.760002,64.599998,65.279999,56.770187,13193500
2016-06-07,65.449997,65.739998,65.040001,65.059998,56.578857,9924100
2016-06-08,64.930000,65.480003,64.919998,65.250000,56.744099,9428000
2016-06-09,64.790001,64.900002,64.269997,64.750000,56.309273,10817800
2016-06-10,63.930000,64.070000,63.580002,63.840000,55.517899,16678400
2016-06-13,63.480000,64.339996,63.259998,63.270000,55.022202,14314900
2016-06-14,62.680000,63.470001,61.680000,62.080002,53.987335,19509300
2016-06-15,62.410000,62.980000,61.910000,61.970001,53.891674,16982100
2016-06-16,61.450001,62.299999,60.900002,62.220001,54.109085,16791200
2016-06-17,62.299999,62.709999,61.930000,62.279999,54.161259,15751500
2016-06-20,63.450001,63.849998,62.340000,62.369999,54.239525,12213200
2016-06-21,62.730000,63.000000,62.139999,62.950001,54.743916,11611600
2016-06-22,62.950001,63.709999,62.680000,62.709999,54.535202,12643500
2016-06-23,63.700001,64.150002,63.529999,64.050003,55.700531,16583600
2016-06-24,60.480000,61.700001,59.340000,59.599998,51.830620,44108700
2016-06-27,58.709999,58.750000,57.049999,57.610001,50.100033,37300700
2016-06-28,59.189999,59.549999,58.259998,59.520000,51.761051,29088700
2016-06-29,60.360001,61.209999,60.000000,61.200001,53.222042,21483000
2016-06-30,61.630001,62.189999,61.020000,62.139999,54.039513,21343600
2016-07-01,61.660000,62.009998,61.160000,61.259998,53.688950,14217800
2016-07-05,60.450001,60.599998,59.099998,59.549999,52.190277,23357700
2016-07-06,59.009998,60.290001,58.759998,60.189999,52.751190,20429800
2016-07-07,60.520000,61.139999,60.160000,60.580002,53.092987,13771400
2016-07-08,61.330002,62.169998,61.330002,61.830002,54.188496,16998800
2016-07-11,62.419998,62.950001,62.139999,62.270000,54.574116,13151400
